"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Besitzervermerk (intern),Ausgabeform (Typ),Funktion,Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag und/oder Titelblatt (diplomatisch),Schreiber Titelei,Kopftitel,Schreiber Kopftitel,Besetzung (normiert),Tempoangabe (normiert),Metronomangabe,Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Datierung (diplomatisch),Datierung (maschinenlesbar),Ort (normiert),GND-Nr. Ort,Schrift (fremde Hand und Liszt),Umfang,Papiermaß,Wasserzeichen (intern),Verlag (normiert),Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz Station 1,Provenienz Station 2,Provenienz Station 3,Provenienz Station 4,Datierung ermittelt (maschinenlesbar),Ort ermittelt (normiert),Ort ermittelt GND-Nr.,Beschreibung physischer Merkmale / Zustand der Quelle (intern), Inhalt (interner Vermerk),"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar zur Quelle (intern),Kommentar intern / Fragen (interne Kommunikation),Digitalisat,Bearbeiter,"Weiterführende Informationen (Ausgaben, Permalinks etc.) (intern)",Ausgabeform,Quellenautorität (für die Abbildung der Reiterstruktur in der Datenbank)
,1001252162,R 639 (497),Ave Maria (II),D-WRgs,GSA 60/C 25,,,Partitur,,,,1001252157,,,Ave Maria,Liszt (schwarze Tinte),"Mez, Org/Harm",Andante pietoso,,Lateinisch,Ave Maria gratia plena,,,,,,"zS (sepia Tinte), Liszt (schwarze Tinte)","2 Blatt zu 1 Bogen (2 Seiten Notentext, 2 Leerseite, foliiert)","Hochformat, 364 x 269 mm, 20 Notenzeilen, handrastriert",,,,,,,,,1869-10-xx,[Rom 4050471-2],,,,,siehe GSA 60/C 24,"Datierung: Signatur von Liszt mit schwarzer Tinte ohne Datierung. Die drei Abschriften des ""Ave Maria (II)"" scheinen in einem Zuge angefertigt worden zu sein. Darauf weisen gleiches Papier, Tinte und dieselbe Schreibhand. Anhand dieser Merkmale ergibt sich auch ein enger Zusammenhang mit den Abschriften des ""Pater noster (III)"" unter der Signatur WRgs GSA 60/C 24, von denen die Fassung für gemCh und Kl/Org ebenso auf Oktober 1869 datiert ist. ",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191218,BV,,,
,1001252167,R 193 (497),Ave Maria (II),D-WRgs,GSA 60/C 25,,,Partitur,,,,1001252157,,,Ave Maria,Liszt (schwarze Tinte),Kl/Harm,Andante pietoso,,Lateinisch,Ave Maria gratia plena,,,,,,"zS (sepia Tinte), Liszt (schwarze Tinte)","2 Blatt zu 1 Bogen (2 Seiten Notentext, 2 Leerseite, foliiert)","Hochformat, 368 x 265 mm, 20 Notenzeilen, handrastriert","P (Blatt 6, oben rechts)",,,,,,,,1869-10-xx,[Rom 4050471-2],,,,,siehe GSA 60/C 24,"Datierung: Signatur von Liszt mit schwarzer Tinte ohne Datierung. Die drei Abschriften des ""Ave Maria (II)"" scheinen in einem Zuge angefertigt worden zu sein. Darauf weisen gleiches Papier, Tinte und dieselbe Schreibhand hin. Anhand dieser Merkmale ergibt sich auch ein enger Zusammenhang mit den Abschriften des ""Pater noster (III)"" unter der Signatur WRgs GSA 60/C 24, von denen die Fassung für gemCh und Kl/Org ebenso auf Oktober 1869 datiert ist. ",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191218,BV,,,
,1001266469,"R 106,1
(ältere Version)","Ungarische Rhapsodie Nr. 1
(ältere Version)",D-WRgs,GSA 60/I 8,,Liszt-Museum Weimar,Partitur,,,,,,,,,Kl,"Lento, quasi Recitativo",,,,,,,,,zS (schwarze Tinte),"6 Blatt zu 3 Bogen (Fadenheftung, 11 Seiten Notentext, 1 Leerseite, paginiert)","Hochformat, 341 x 269 mm, 12 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Mit dieser Abschrift lässt sich das Frühstadium der Komposition gut rekonstruieren. Sie weicht zunächst minimal vom Manuskript ab (Ausnahme ein Einschub von Takt 3 und 4 auf S. 7), bricht aber völlig mit der Vorlage, als Liszt im Manuskript die Papiersorte wechselt (rotbraunes Papier), also bei der Fioritur auf S. 10. Der Fermate folgt ein pianistisch relativ simpler Schluss, der das Hauptmotiv der älteren Fassung der Rhapsodie nochmals aufgreift. Das legt den Schluss nahe, dass die unterschiedlichen Blätter im Manuskript, die größtenteils mehr Erprobungen und Versuche beinhalten, tatsächlich nachträglich angefertigt wurden und zu dem Konvolut GSA 60/I 7 zusammengefügt wurden. Der dortige Verweis auf Unvollständigkeit von Raabe (?) könnte darauf hinweisen, dass die Schlussvariante, die in der vorliegenden Abschrift enthalten ist, abhanden gekommen ist. Quelle weist keine Eintragungen von Liszt auf.",Es handelt sich um die Abschrift der frühen Fassung der Ungarischen Rhapsodie Nr. 1,"Kopftitel: Kein eigentlicher Titel; Pianoforte (unterstrichen) | Lento, quasi Rezitativo. Dazu mit Bleistift von zwei unterschiedlichen Schreibern links: ""lag bisher bei Ob/93 (Material u. Änderungen)"" und rechts. ""Material zu einer | Ungar. Rhapsodie (Nr I) | von wem gedr.""",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192133,,,,
,1001307360,R 579c,Freudvoll und leidvoll,D-WRgs,GSA 60/D 10,,,Partitur,,,,,,,,,"Singst, Kl",Andante,,Deutsch,"Freundvoll und leidvoll, gedankenvoll sein",,,,,,[August Conradi 116655224] (schwarze Tinte),1 Blatt (2 Seiten Notentext),"Querformat, 267 x 340 mm, 9 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Die Abschrift enthält keine Eintragungen von Liszt. Fassung ähnelt dem Autograph von Liszt (GSA 60/D 9), ist jedoch nach E-Dur [Mezzo-Sopran?] transponiert. Enthält gegenüber dem Autograph Abweichungen im Notentext und im Rhythmus.",vgl. Fassung R 579a,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191290,URoe,,,
,1001307397,R 614,Wieder möcht' ich dir begegnen,D-WRgs,GSA 60/D 11,,,Partitur,korrigierte Stichvorlage,,,,"""Wieder möcht' ich"" | (Cornelius | 3 ",,"""Wieder möcht' ich dir begegnen""",,"Singst, Kl",Mäßig bewegt,,Deutsch,Wieder möcht' ich dir begegnen,,,,,,"[Eduard Grosse 1285034074] (schwarze Tinte), Liszt (Bleistift), Dr (Rötel)","4 Blatt zu 2 Bogen (Fadenheftung, 1 Titelseite, 6 Seiten Notentext, 1 Leerseite)","Hochformat, 241 x 161 mm, 9 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Die wenigen Bleistift-Korrekturen von Liszt betreffen Dynamik, Phrasierung und eine Noten-Korrektur. ","GSA-Findbuch: ""hat zum Stich gedient""","Titelei: Titel und Autor mit Bleistift von Raabe, Zahl mit rotem Stift",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191292,URoe,,,
,1001307414,R 616,Blume und Duft,D-WRgs,GSA 60/D 12,,,Partitur,korrigierte Stichvorlage,,,,,,,,"Singst, Kl","Ziemlich langsam, innigst bewegt",,Deutsch,Im Frühlings Heiligthume Wenn Dir ein Duft an's Tiefste rührt,,,,,,"[Eduard Grosse 1285034074] (schwarze Tinte), Liszt (blauer Stift), Dr (Rötel)",2 Blatt zu 1 Bogen (4 Seiten Notentext),"Hochformat, 268 x 171 mm, 18 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Liszt ergänzt oben rechts, auf der 1. Seite mit blauem Stift den Textautor ""[Hebbel 118547445]"". Radierungen im Notentext [S. 2] ",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191293,URoe,,,
,1001307451,R 617,Ich liebe dich,D-WRgs,GSA 60/D 13,,,Partitur,korrigierte Stichvorlage,,,,,,Ich liebe Dich,,"Singst, Kl",Langsam,,Deutsch,Ich liebe Dich weil ich dich lieben muss,,,,,,"[Eduard Grosse 1285034074] (schwarze Tinte), Liszt (schwarze Tinte), Dr (Rötel)",2 Blatt zu 1 Bogen (4 Seiten Notentext),"Hochformat, 268 x 171 mm, 9 Notenzeilen, handrastriert",,,,,,,,,,,,,,Liszts wenige Korrekturen betreffen Pedalisierung und Dynamik. Enthält zwei Schlussvarianten.,"GSA Raabe Liszt-Werkverzeichnis: Urschrift bes. Marchese della Valle in Pallenza -> ""jetzt Library of Congress"" (handschriftl.)",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191294,URoe,,,
,,R 532b,Tantum ergo,D-WRgs,GSA 60/Dep. H 8,,,Partitur,korrigierte Stichvorlage,,,,,,Tantum ergo,,"MCh (TTBB), Org",,,,,,,,,,"zS (schwarze Tinte), Liszt (schwarze Tinte, Rötel, blauer Stift)","2 Blatt zu 1 Bogen (3 Seiten Notentext, 1 Leerseite)","Hochformat, ??? x ??? mm, 18 Notenzeilen",,,,,,,,,,,,,,"Liszt ergänzt Dynamik, Ausdruck und Text in schwarzer Tinte. Kleine Korrekturen v.a. Vorzeichen (blauer Stift), einige Rasuren.
Auf der ersten Seite findet sich unten links mit blauem Stift notiert die Anmerkung ""für Kahnt"", an den die Abschrift demnach als Stichvorlage zum Druck gegeben wurde. Den Druckumfang veranschlagte Liszt mit ""vier Seiten"", wie eine Notiz (blauer Stift) am oberen Rand der ersten Seite zeigt.
Eine umfangreichere Streichung (Liszt mit schwarzer Tinte) findet sich auf der zweiten Seite, die Neukomposition der gestrichenen auf der dritten Seite. Wie die Ersetzung zu erfolgen hat, wird durch zwei Einfügesymbole für den Beginn und das Ende der einzufügenden Passage (schwarze Tinte, Rötel) markiert. Die Ersetzung war erforderlich, da in der zweiten Strophe des Tantum ergo die mittleren Verse ""Salus, honor, virtus quoque | sit et benedictio!"" fehlten, die Liszt nachträglich einfügen musste. 
 ",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:210923,BV,,,
,1001307471,R 613,Die stille Wasserrose,D-WRgs,GSA 60/D 14,,,Partitur,korrigierte Stichvorlage,,,,,,"""Die stille Wasserrose.""",,"Singst, Kl","Schwebend, nicht zu langsam",,Deutsch,Die stille Wasserrose steigt aus dem blauen See,,,,,,"[Eduard Grosse 1285034074] (schwarze Tinte), Liszt (blauer Stift, schwarze Tinte), Dr (Rötel)","4 Blatt zu 2 Bogen (Fadenheftung, 8 Seiten Notentext)","Hochformat, 268 x 171 mm, 9 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Liszt ergänzt Pedalisierung, Tempoangaben und Dynamik und korrigiert die Melodievariante in der Singstimme [S. 7]. Die von Liszt mit blauem Stift ergänzte Angabe des Textautors ""Geibel"" wurde vom Drucker mit Rötel in runde Klammern gesetzt. ",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191296,URoe,,,
,1001307520,R 609b,Wer nie sein Brot mit Tränen aß,D-WRgs,GSA 60/D 15,,,Partitur,korrigierte Stichvorlage,,,,,,"""Wer nie sein Brod"" ",Liszt (blauer Stift),"Singst, Kl","Langsam, mit äußerst starker Empfindung und Betonung",,Deutsch,Wer nie sein Brod mit Thränen aß,,,,,,"[Eduard Grosse 1285034074] (schwarze Tinte), Liszt (schwarze Tinte, blauer Stift), Dr (Rötel)",2 Blatt zu 1 Bogen (4 Seiten Notentext),"Hochformat, 268 x 171 mm, 18 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Liszt ergänzt auf [S. 1] mit blauem Stift den Textautor ""Goethe"" und die Tempoangabe mit grau-schwarzer Tinte, um den Passus ""mit äußerst starker Empfindung und Betonung"". Liszts Korrekturen mit schwarzer Tinte betreffen die Hinzufügung von Dynamik und Pedalisierung im 2. Takt, [S. 3] sowie die Erweiterung der Bassstimme auf [S. 1] und [S. 4]. Die Melodievariante für den 2. und 3. Takt auf [S. 3] wird mit Rötel [Liszt oder Drucker?] gestrichen. Auf [S. 3] befinden sich wenige Rasuren.",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191297,URoe,,,
,1001249322,R 521a,Pater noster,D-WRgs,GSA 60/C 12,"Ms C, 12c",,Partitur,,,,1001249304,,,,,"GCh (SSATB), Org/Kl",Lento,[Viertel] = 88,Lateinisch,Pater noster,,,,,,zS (schwarze Tinte),"2 Blatt zu 1 Bogen (2 Seiten Notentext, 2 Leerseiten, foliiert)","Hochformat, 360 x 271 mm, 20 Notenzeilen, handrastriert",,,,,,,,,,,,,,Hervorragend lesbare Abschrift mit nur minimalen Rasuren.,Abschriften befinden sich auf Scan 5-8 der Signatur WRgs-GSA 60/C 12,"archivarischer Vermerk mit Bleistift, Blatt 3v: ""Liszt, Kirchen-Chor-Gesänge, I.""",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191022,BV,,,
,1001249325,R 521b,Pater noster,D-WRgs,GSA 60/C 12,"Ms C, 12d",,Partitur,,,,1001249304,,,,,"MCh (TTBB), Org/Harm/Kl",Lento,[Viertel] = 88,Lateinisch,Pater noster,,,,,,zS (schwarze Tinte),"2 Blatt zu 1 Bogen (2 Seiten Notentext, 2 Leerseiten, foliiert)","Hochformat, 360 x 271 mm, 20 Notenzeilen, handrastriert",DE CANSON FRÉRE,,,,,,,,,,,,,Hervorragend lesbare Abschrift mit nur minimalen Rasuren.,Abschriften befinden sich auf Scan 9-12 der Signatur WRgs-GSA 60/C 12,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191022,BV,,,
,1001249458,R 497,Ave Maria,D-WRgs,GSA 60/C 12,"Ms C, 12g",,Partitur,,,,1001249304,,,,,,Andante pietoso,[Viertel] = 104,Lateinisch,Ave Maria gratia plena,,,,,,zS (schwarze Tinte),"2 Blatt zu 1 Bogen (4 Seiten Notentext, foliiert)","Hochformat, 361 x 272 mm, 20 Notenzeilen, handrastriert ",,,,,,,,,,,,,,"Ausgezeichnet lesbare, saubere Abschrift, keine Korrekturen. Nicht eingetragen sind die Bezeichnungen der Singstimmen.",Abschrift befindet sich auf Scan 21-24 der Signatur WRgs-GSA 60/C 12 ,"Besetzung überpr+fen: Singstimmen [SATB], Org",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191022,BV,,,
,1001249461,R 639 (497),Ave Maria,D-WRgs,GSA 60/C 12,"Ms C, 12h",,Partitur,,,,1001249304,,,,,"Mez, Org/Harm",Andante pietoso,,Lateinisch,Ave Maria gratia plena,,,,,,zS (schwarze Tinte),"2 Blatt zu 1 Bogen (2 Seiten Notentext, 2 Leerseiten, foliiert)","Hochformat, 360 x 271 mm, 20 Notenzeilen, handrastriert",DE CANSON FRÉRE,,,,,,,,,,,,,"Ausgezeichnet lesbare, saubere Abschrift, keine Korrekturen. Bezeichnung der Singstimme nicht eingetragen.",Abschrift befindet sich auf Scan 31-34 der Signatur WRgs-GSA 60/C 12 ,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191022,BV,,,
,1001249467,R 193 (497),Ave Maria,D-WRgs,GSA 60/C 12,"Ms C, 12k",,Partitur,,,,1001249304,,,Ave Maria pour Piano ou Harmonium,,Harm/Kl,Andante pietoso,,,,,,,,,zS (schwarze Tinte),"2 Blatt zu 1 Bogen (2 Seiten Notentext, 2 Leerseiten, foliiert)","Hochformat, 360 x 270 mm, 20 Notenzeilen, handrastriert",DE CANSON [FRÉRE],,,,,,,,,,,,,"Ausgezeichnet lesbare, saubere Abschrift, keine Korrekturen. Titel dünn mit blauem Stift unterstrichen.",Abschrift befindet sich auf Scan 37-40 der Signatur WRgs-GSA 60/C 12 ,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191022,BV,,,
,1001308347,R 611,Ich scheide,D-WRgs,GSA 60/D 17,,,Partitur,korrigierte Stichvorlage,,,,,,"""Ich scheide.""",,"Singst, Kl",Ziemlich langsam innigst,,Deutsch,Die duftigen Kräuter auf der Au',,,,,,"[Eduard Grosse 1285034074] (schwarze Tinte), Liszt (blauer Stift), Dr (Rötel)","4 Blatt zu 2 Bogen (Fadenheftung, 7 Seiten Notentext, 1 Leerseite)","Hochformat, 267 x 172 mm, 9 Notenzeilen, handrastriert",,,,,,,,,,,,,,"Liszt ergänzt ober rechts auf [S. 1] mit blauem Stift den Textautor ""Hoffmann v. Fallersleben"". Enthält nur wenige Korrekturen [S. 4, 7].",,Kopftitel: Anführungszeichen mit blauem Stift ergänzt,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191300,URoe,,,
,1001308378,R 615,Jugendglück,D-WRgs,GSA 60/D 19,,,Partitur,,,,,,,Jugendglück,,"Singst, Kl",Sehr schnell und glühend,,Deutsch,O süsser Zauber im Jugendmuth,,,,,,"[Eduard Grosse 1285034074] (schwarze Tinte), Liszt (schwarze Tinte, blauer Stift, Bleistift)","4 Blatt zu 2 Bogen und 1 Einzelblatt (Fadenheftung, 9 Seiten Notentext, 1 Leerseite)","Hochformat, 268 x 171 mm, 18 Notenzeilen, handrastriert; Korrekturblatt, Querformat, 88 x 259-262 mm, handrastriert",,,,,,,,,,,,,,"Liszt notiert mit Bleistift oben links auf [S. 1]: ""in as Dur transponieren | (4 b)"" und ergänzt oben rechts auf [S. 1] mit blauem Stift den Textautor ""Richard Pohl"". Seine Korrekturen betreffen die Phrasierung, Dynamik und die Markierung von Triolen. Das beiliegende Korrekturblatt ist in As-Dur notiert. Es betrifft Änderungen der Singstimmung und Begleitung auf [S. 2f.] zu den Worten ""glückliche Liebe die Königin sein"". Liszt schreibt unten rechts mit Bleistift: ""auf dieselbe Weise | bei der Wiederholung | schreiben"". ","Die Rückseite des Korrekturblattes (2 Notenzeilen, 7 Takte) ist komplett gestrichen und betrifft nicht das vorliegende Lied.",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191302,URoe,,,
,,R 655,Vor hundert Jahren. Festspiel zur Säkularfeier des Geburtstages Schillers von [Friedrich Halm 118720074]. Musik komponiert und nach Volksweisen der Dichtung angeeignet von Franz Liszt,D-WRgs,GSA 60/G 3a,,"Großherzoglisches Hoftheater Weimar Weimar, 20. März 1905 Großherzogliche Generalintendanz des Hoftheaters und der Hofkapelle Hippolyp von Vignau",Partitur,,x,,,"[Einband] Vor hundert Jahren | Festspiel | Musik | von | F. Liszt. [Alle Worte unterstrichen] $
[Titelblatt, mit schwarzer Tinte] Vor hundert Jahren | Festspiel | zur Säkularfeier des Geburtstags Schillers | von | Friedrich Halm | Musik | componirt und nach Volksweisen der Dichtung | angeeignet von | Franz Liszt",,,,,,,,,,,,,,"[Friedrich Randeckart 1350195073] (schwarze Tinte), zS (Bleistift), Liszt (schwarze Tinte, blauer und roter Stift)","18 Blatt (Einband, Vorsatz, 1 Titelseite, 32 Seiten Notentext, 3 Leerseiten, teilpaginiert)","Hochformat, 337 x 265 mm, 24-30 Notenzeilen, gedruckt",,,,,,,,,,,,Einband: dunkles graues geädertes Kleisterpapier,,"Liszt nimmt in seiner Korrektur vor allem Streichungen/Kürzungen - womöglich mit Blick auf die intendierte Aufführung - vor. Diese finden sich dann auch in dem zur Signatur zugehörigen Stimmenmaterial wieder. Die Hinzufügungen geschehen zunächst mit blauem Stift und betreffen Streichungen von Instrumentenvorschreibungen, Dynamik und Phrasierung, Nummerierung der einzelnen Teile sowie Korrekturen des Textes. Streichungen hat Liszt überwiegend mit Bleistift vorgenommen, anschließend sind sie, vielleicht von anderer Hand, mit schwarzer Tinte und Lineal noch einmal sauber nachgezogen worden. Ab S. 5 (die Seitenangaben folgen der Paginierung) tritt mit einer stärkeren Feder (schwarze Tinte) und sauberer lateinischer Schreibschrift ein weiteres Schreibgerät hinzu, deutet auf eine weitere Überarbeitungsphase hin und wurde zur Textkorrektur und Hinzufügung von Text genutzt, der zum Teil von Liszt mit Bleistift vorgeschrieben. Die Hand dieses Schreibers entspricht aber weder der Handschrift Randeckarts noch den Bleistifthinzufügungen des Textes auf S. 1, 15, 26, so dass mehrere Hände den Text korrigierten bzw. Zusätze anfertigten. Ab S. 21 tritt auch Rötel als von Liszt verwendeter Korrekturstift hinzu.
",Die Streichungen in der Partitur entsprechen denjenigen in den Stimmen. Exemplarisch überprüft an den Stimmen der ersten Violine.,"Auf [S. 29] hat Obrist mit Bleistift geschrieben: ""Die Handschrift ist die des Musikers und Copisten Randeckart. | Dr. Obrist.""

Provenienz: Stempel: Großherzoglisches Hoftheater Weimar | Auf der Vorsatzseite vorn findet sich der Vermerk mit schwarzer Tinte: ""Diese Partitur nebst 278 Stimmen ist Eigen- | tum des Großherzoglichen Hoftheaters Weimar | und wird von diesem widerruflich dem Liszt- | Museum zur Aufbewahrung übergeben. | Weimar, 20. März 1905. | Großherzogliche Generalintendanz | des Hoftheaters und der Hofkapelle | [Unterschrift, Hippolyp] von Vignau""

Besetzung überprüfen: Picc, Fl, Ob, Klar in A, Fg, 2 Hr in F, 2 Trp in F, 3 Pos, Pk, und H??, Bck ohne Trommel, Str ",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,"DTie, BV",,,
,,R 655,Vor hundert Jahren. Einleitung,D-WRgs,GSA 60/G 3a,,,,,,x,,,,Einleitung,,,Allegro agitato assai,,,,,,,,,,Blatt 1r-2v (von 18 Blatt),,,,,,,,,,,,,,,,,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,Vor hundert Jahren. Nr. 1. Wenn Friedrich und Theresia sich bekämpfen,D-WRgs,GSA 60/G 3a,,,,,,x,,,,No. 1. Wenn Friedrich und Theresia sich bekämpfen | Wie wär nicht eine Wunde nur mein Herz,"zS (Bleistift), Liszt (blauer Stift)",,Andante,,Deutsch,Wenn Friedrich und Theresia sich bekämpfen,,,,,,,S. 1 (von 18 Blatt),,,,,,,,,,,,,,,"Liszt trägt der Genauigkeit halber die Instrumente ""Cla"" und ""Fagott"" auch für die acht Takte am Beginn von Nr. 1 nach, in denen diese Instrumente pausieren (blauer Stift, S. 1). Von Takt 11 streicht Liszt die Noten der letzten vier Zählzeiten, Takt 12 bis 19 streicht er komplett (Bleistift), schwarze Tinte). ",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,Vor hundert Jahren. Nr. 2. Parzenlied,D-WRgs,GSA 60/G 3a,,,,,,x,,,,No. 2. Parzenlied,Liszt (blauer Stift),,Andante un poco mosso,,Deutsch,Und warum sollt es nicht?,,,,,,,S. 2-11 (von 18 Blatt),,,,,,,,,,,,,,,"- S. 4: Den Notentext auf hat Liszt vollständig gestrichen (Bleistift), nachträglich ist die Streichung noch einmal sorgfältiger mit Lineal und schwarzer Tinte vorgenommen worden, vermutlich nicht von Liszt.
- S. 8: Für den Fall, dass die Deklamation dies erfordert, hat Liszt einen Vermerk für mögliche Kürzungen eingefügt (blauer Stift), ""Kann von hier | zur [Fermate] | springen [Verweiszeichen]"".
- S. 9: Hinweis ""Etwas Langsamer [schwarze Tinte] der | Declamation | folgen"" (blauer Stift) 
- S. 10: Mittels Linien, die Deklamation und Noten einander zuordnen, gibt Liszt genau an, welcher Text auf welche Harmonie folgt (schwarze Tinte). Dazu gib Liszt den ausdrücklichen Hinweis ""Jeder Vers nach Anschlagen der Accorde -"" (blauer Stift).",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,"Vor hundert Jahren. Nr. 3. Der Landstrich, der die Hohenstaufen",D-WRgs,GSA 60/G 3a,,,,,,x,,,,"No. 3. Der Landstrich, der die Hohenstaufen","[Friedrich Randeckart 1350195073] (schwarze Tinte), Liszt (blauer Stift)",,,,Deutsch,"Der Landstrich, der die Hohenstaufen",,,,,,,S. 12 (von 18 Blatt),,,,,,,,,,,,,,,,,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,"Vor hundert Jahren. Nr. 4. (""Freude schöner Götterfunken"" von [Ludwig van Beethoven 135916488])",D-WRgs,GSA 60/G 3a,,,,,,x,,,,"No. 4. ""Freude schöner Götterfunken"" von Beethoven",Liszt (blauer Stift),,,,Deutsch,"Dies ist der Ort, den Namen nenn ich nicht",,,,,,,S. 12-13 (von 18 Blatt),,,,,,,,,,,,,,,,,Kopftitel: GND zu Beethoven: 135916488,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,Vor hundert Jahren. Nr. 5. Sein Lied umbraust wie einst Kassandras Wort,D-WRgs,GSA 60/G 3a,,,,,,x,,,,No. 5. Sein Lied umbraust wie einst Cassandra's Wort,"[Friedrich Randeckart 1350195073] (schwarze Tinte), Liszt (blauer Stift)",,Allegro,,Deutsch,Sein Lied umbraust wie einst Cassandra's Wort,,,,,,,S. 14 (von 18 Blatt),,,,,,,,,,,,,,,,,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,"Vor hundert Jahren. Nr. 6. ""Ein freies Leben führen wir""",D-WRgs,GSA 60/G 3a,,,,,,x,,,,"No. 6. ""Ein freies Leben führen wir""",Liszt (blauer Stift),,Allegro,,Deutsch,"Die Gottesstimme, die im Volke spricht",,,,,,,S. 15-17 (von 18 Blatt),,,,,,,,,,,,,,," Die Melodie beruht auf dem Studentenlied ""Gaudeamus igitur"", nach der [Friedrich Schillers 118607626] ""Jägerlied"" gesungen wird. 
- S. 15: Der mit Bleistift hinzugefügte Deklamationstext, ""Die Gottesstimme ..."", als ""1tes Stichwort"" bezeichnet, verändert auch das Gefüge von Deklamation und Musik. Ursprünglich begann die Nr. 6 einige Verse später mit ""Der Welt nicht, ihr zunächst ist er erschienen ..."", deren Text oben auf der Seite steht, nun aber als ""2tes Stichwort"" bezeichnet ist.
- S. 17: Liszt fügt ein Triangel ein (blauer Stift).",,"Kopftitel: ""Ein freies Leben führen wir"" ist der erste Vers des ""Jägerliedes"", eine Adaption des Gesangs der Räuberbande aus [Friedrich Schillers 118607626] ""Die Räuber"", 4. Akt, 5. Szene.",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,Vor hundert Jahren. Nr. 7. Erhebt er neuen Tones mächt'ge Lieder,D-WRgs,GSA 60/G 3a,,,,,,x,,,,No. 7. Erhebt er neuen Tones mächt'ge Lieder,"zS (Bleistift), Liszt (blauer Stift)",,Maestoso,,Deutsch,Erhebt er neuen Tones mächt'ge Lieder,,,,,,,S. 18-19 (von 18 Blatt),,,,,,,,,,,,,,,"- S. 19: Je nach Erfordernis der Deklamation schlägt Liszt zwei Kürzungsmöglichkeiten vor, in dem er je zwei Takte markiert, die wegfallen können.",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
,,R 655,Vor hundert Jahren. Nr. 8,D-WRgs,GSA 60/G 3a,,,,,,x,,,,"No. 8. Weh ihm, der sehend blind dem Abgrund naht!","[Friedrich Randeckart 1350195073] (schwarze Tinte), Liszt (blauer Stift)",,,,Deutsch,"Weh ihm, der sehend blind dem Abgrund naht!",,,,,,,S. 20 (von 18 Blatt),,,,,,,,,,,,,,,"Den Notentext zu Nr. 8 hat Liszt vollständig gestrichen (schwarze Tinte, Bleistift), nachdem er bereits die Dynamik ergänzt hatte (blauer Stift). Damit müssten eigentlich die folgenden Nummern entsprechend geändert werden, was in der Abschrift jedoch unterbleibt. Hinzukommt, dass Liszt auch die Ordnungszahl ""No. 8"" selbst nicht gestrichen hat, die Zählung also erhalten bleibt. ",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:191999,BV,,,
