"(Verknüpfung)
Identifier | Nr.",RISM ID no.,WVZ-Nr.,"Titel (normiert, nach MGG)",Bestandeshaltende Institution,"Signatur, neu","Signatur, vormalig",Besitzvermerk (intern),Stadium der Werkgenese,Autographe Funktion,,Übergeordnete Quelle,Untergeordnete Quelle,RISM-Nr. der übergeordneten Quelle,Titelei Umschlag oder Titelblatt,Kommentarfeld zu: Titel (der Quelle) Titelblatt | Umschlag,Kopftitel,Kommentarfeld zu: Titel (der Quelle) Notentext,Besetzung (normiert),Tempoangabe (normiert),Sprachcode,Text-Incipit (diplomatisch),Widmung (diplomatisch),Kommentar zur Widmung,Datierung (diplomatisch),Datierung (maschinenlesbar),Datierung ermittelt maschinenlesbar,Datierung Kommentar,Datierung Ort nach GND,Datierung Ort ermittelt,GND-Nr. Ort,Schrift (fremder Hand),Umfang,Papiermaß,Bezug zu Druck: Verlags-GND-Nr.,Bezug zu Druck: Plattennr.,Provenienz,Provenienz (diplomatisch),weitere Provenienzangabe,Beschreibung physischer Merkmale, Inhalt,"Notizen zur Quelle (vormals ""Beschreibung"", bleibt intern)",Kommentar,Kommentar intern,Digitalisat,Bearbeiter,"Sonstige Infos, Ausgaben, Permalinks",Provenienz Station 1,Provenienz Station 2,Provenienz Station 3
,,R 458,Fantasie über ungarische Volksmelodien,US-Wc,ML96 .L58,,,Arbeitsmanuskript,Korrekturblatt,,,x,,,,,,,,,,,,,,,,,,,"Liszt (schwarze Tinte, roter Stift)",S. 1-16,"Hochformat, 335 x 264 mm, 24 Notenzeilen, handrastriert",,,,,,Das Papier ist blau eingefärbt.,,"Liszts Korrekturen zur ""Fantasie über ungarische Volksmelodien"" sind lose in eine Tasche im Notenbuch eingelegt.
- S. 1: enthält ""Correktur A"", die auf Seite 3 der Abschrift von [August Conradi 116655224] einzufügende ""Correctur B"" und die auf Seite 4 der Abschrift einzufügende ""Correctur C"", letztere schließt mit dem Verweis ""Vide Tema Allegro eroico""
- S. 2-4: enthält ""Correctur D""
- S. 5-12: enthält ""Correctur E""
- S. 7: Im unteren System kennzeichnet Liszt die Takte 3 bis 4 mit den Buchstaben A und B. Diese Takte werden durch die Angabe der zwei Buchstaben als Takte 7 und 8 wiederholt.
- S. 8: Im oberen System kennzeichnet Liszt die Takte 3 bis 4 mit den Buchstaben A und B. Sie werden durch Angabe der Buchstaben im mittleren System als Takt 1 bis 2 wiederholt. Liszt fügt im selben System nachträglich einen zusätzlichen Takt ein, indem er den ursprünglichen fünften Takt teilt (schwarze Tinte). Im oberen und mittleren System notiert er nachträglich ein Triangel in die freie Notenzeile unter dem jeweiligen System (Rötel).
- S. 9: Der letzte Takt auf der Seite ist gestrichen (Rötel).
- S. 10: Liszt schreibt in den Takten 2 bis 4 die Buchstaben A, B und C in die Bläserstimmen hinein. In den Takten 1 bis 3 des unteren Systems kennzeichnet er dort, wo die Bläser notiert sein müssten, die drei Buchstaben versehen mit der Erläuterung ""Flauti, Oboe, Clarinetti, Corni wiederholen die 3 Takte A, B, C."" (schwarze Tinte).
- S. 11: Statt des Orchesters trägt Liszt oberhalb des Klavierparts in den ersten 15 Takten auf der Seite die Buchstaben A bis P ein verbunden mit der Anweisung ""Orchest[er] wie Seite 18 - mit 5 B Vorzeichnung"". Buchstaben und Anweisung beziehen sich auf Seite 18 der Abschrift. Die Korrektur-Seite ersetzt Seite 19 der Abschrift, die den zunächst von Liszt für die Passage vorgesehenen, aber vollständig gestrichenen Klavierpart enthält. 
- S. 12-13: enthält ab dem untersten System auf Seite 12 ""Correctur F"" und schließt auf Seite 13 mit der Anweisung ""Vide Seite 21"" (Rötel) hinter der an das obere Notensystem anschließenden Klavier-Akkolade.
- S. 13: enthält ab dem mittleren Notensystem ""Correctur G"" und schließt mit dem Hinweis ""Vide Seite 24"" (Rötel)
- S. 14: enthält ""Correctur H""
- S. 15: enthält ""Correctur I"", die mit dem Hinweis ""Vide 2ten Takt Seite 35"" schließt, und unten auf der Seite zwei Klavierakkoladen ""Correctur J - 19 letzte Takte"" (Rötel, schwarze Tinte)
In der um Violinen ergänzten Klavierakkolade nutzt Liszt einmal mehr Buchstaben, um sich das Notieren einer Wiederholung zu erleichtern. Zwischen recht und linke Hand des Klaviers versieht er die ersten sieben Takte mit den Buchstaben A bis G, wobei Takt 7 nachträglich zwischen Takt 6 und dem jetzigen Takt 8 eingefügt ist (schwarze Tinte).",,,,BV,,,,
,,R 591[/3] | S 273[/3] | N5[/3],Loreley,US-Wc,ML96 .L58,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,Änderungen in der Clavier Begleitung der Loreley,Liszt (schwarze Tinte),Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),"1 Blatt, 2 Seiten Notentext","Hochformat, 260 x 170 mm, 20 Notenzeilen, handrastriert",,,"Stargardt, Juni 2009","Stargardt, Juni 2009",,,,"Das Korrekturblatt enthält vier, mit den Buchstaben A bis D gekennzeichnete geänderte Passagen für die Klavierbegleitung der ""Loreley"". Passage ""A"" soll auf ""Seite 4 Takt 5"" einsetzen. Passage B soll mit ""Seite 6"" beginnen, die Partitur soll fortsetzen ""weiter Seite 7"". Passage ""C"" setzt mit ""Seite 8"" der Partitur ein und kehrt ""zurück Seite 8"". Passage ""D"" sind vier Takte veränderter Schluss. Auf welche Partitur - welchen Druck oder welches Manuskript - sich die Seiten und Taktangaben beziehen, geht aus dem Korrekturblatt nicht hervor.","Die Seiten- und Taktangaben beziehen sich auf ""Franz Liszt's gesammelte Lieder, Heft 3"" (S. 3-9), erschienen bei [Kahnt 107297469X] (Plattennummer: 705; Digitalisat in der HAAB: urn:nbn:de:gbv:32-1-10036847546).",urn funktioniert nicht.,https://hdl.loc.gov/loc.music/musliszt.100701,BV,,,,
,,R 117 | S 386 | A125,Tarantelle die bravura d'après la tarantelle de La muette de Portici [von Auber] ,US-Wc,ML96 .L58,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,"Veränderungen in der Tarantelle | aus der ""Stummen von Portici.""",Liszt (schwarze Tinte),Kl,,,,Fräulein [Sophie Menter 116885793] / in freundlichster / Ergebenheit / Rom September 69 FLiszt,,Rom September 69,1869-09-xx,,,,,,Liszt (schwarze Tinte),"2 Blatt, 4 Seiten Notentext ","Hochformat, 258 x 169 mm, 20 Notenzeilen, handrastriert",,,,,,,," Das sauber geschriebene Autograph enthält lediglich minimale Korrekturen. Insgesamt enthält es 7 veränderte Passagen:
- auf Seite [1]:
1) ""Seite 7, 3te Zeile, die 3 letzten Takte.""
2) ""Fingersatz Seite 8, 4te Zeile, linke Hand""
3) ""Seite 14 - erste Zeile""
4) ""Seite 14 - letzter Takt, Zeile 3""
- auf Seite [1]-[2]:
5) ""Seite 19, 3te Zeile, 2ter Takt"", ""weiter 3ter Takt der Seite 20""
- auf Seite [2]-[3]:
6) ""Seite 20, 4te Zeile""
- auf Seite [4]:
7) ""Seite 23, 2te Zeile, 3ter Takt - Schluss"" ","Die Seitenangaben der Veränderungen beziehen sich auf den 1847 bei Mechetti erschienenen Druck ""Tarantelle di bravura. D'après la Tarantelle de la Muette de Portici d'Aubert"" (Plattennummer: P. M. No. 4161; Digitalisat in der HAAB: urn:nbn:de:gbv:32-1-10035762621), wie auch die gelegentlichen Hinweise ""Bass wie gedrukt"" oder ""rechte Hand wie gedrukt"" nahelegen.",,https://hdl.loc.gov/loc.music/musliszt.100675,BV,,,,
,,,Aus der Musik zu Eduard Lassen zu Goethes Faust,US-Wc,ML31 .R67a no. 17,,,Arbeitsmanuskript,Korrekturblatt,,,x,,,,,,,,,,,,,,,,,,,,"2 Blatt, 3 Seiten Notentext, 1 Leerseite","Querformat, 221 x 298 mm, 8 Notenzeilen, handrastriert",,,,,,,,"Das erste Korrekturblatt enthält auf der recto-Seite die Korrekturen ""A"" und ""B"" zu Seite 11. Zu Korrektur ""A"" weist Liszt an ""vom 3ten Takt der Pag: 11"" (blauer Stift). Nach Korrektur ""B"" schreibt er, ""Weiter Pag: 12"" (blauer Stift). Die verso-Seite enhält die Korrektur ""C"", zu der Liszt die Anweisung ""von den 3 letzten Takten der Pag: 12"" (blauer Stift) und nach dem Ende der Passage ""weiter Pag 13"" (schwarze Tinte). Das zweite Korrekturblatt ist nur einseitig beschrieben, es enthält die Seite 13 Bis.",,,,BV,,,,
,,R 324/3 | S 598/3 | B55/3,Zum Grabe. Die Wiege des zukünftigen Lebens,US-Wc,ML30 .S65a no. 5,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,Zum Grabe | Die Wiege des zukünf[igen Lebens],Liszt (schwarze Tinte),Kl 4hdg,,,,,,,,,,,,,Liszt (schwarze Tinte),"1 Blatt, 2 Seiten Notentext","Hochformat, 327 x 256 mm, 12 Notenzeilen, handrastriert",,,,,,,,"Den Korrekturen stellt Liszt den Hinweis, ""Anstatt den Seiten 30, 31, 32, 33"" voran.
- recto: Zur unteren Doppelakkolade schreibt Liszt für den zweiten Klavierspieler auf dem unteren Seitenrand zwei zur rechten Hand hinzuzufügende Takte. Sie ersetzen die Takte 3-4 bei der im Part des ersten Spielers durch ""Bis"" gekennzeichneten Wiederholung.
- verso: In der oberen Doppelakkolade streicht Liszt die letzten vier Takte und die ihnen nachgestellte Anweisung ""Weiter Seite 34"". Die vier Takte werden ersetzt durch die nach der Streichung hinzugefügte untere Doppelakkolade, der wiederum die Anweisung ""Weiter Seite 34"" nachsteht.","Die Korrekturen setzen mit dem Beginn des Stücks ein und reichen bis Takt 60 des Erstdrucks ([Bote & Bock 330272039]; urn:nbn:de:gbv:32-1-10036146905), weichen vom Druck jedoch teilweise ab.",,https://hdl.loc.gov/loc.music/musliszt.100622,BV,,,,
,,R 243/8 | S 558/8 | A42/8,Gretchen am Spinnrade (von Franz Schubert),US-Wc,ML96 .58 ,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,,,Kl,,,,,,,,,,,,,Liszt (schwarze Tinte),"1 Blatt, 1 Seite Notentext, 1 Leerseite","Hochformat, ca. 335 x 247 mm, 15 Notenzeilen, handrastriert",,,,,,Die Ränder des Blattes sind sehr stark bestoßen.,,"Das Manuskript enthält zwei verschiedene Passagen Notentext und weist allenfalls minimale Korrekturen auf.
- Die erste Korrektur umfasst die Notenzeilen eins und zwei. Liszt schreibt dazu, ""Page 4 | dernière Mesure"" und fügt an den Schluss den Hinweis, ""[Einfügemarke] Page 5"". 
- Die zweite Korrektur umfasst die Notenzeilen drei bis sechs. Zu Beginn notiert Liszt den Hinweis, ""[Einfügemarke] Page 11 | dernière ligne -"" und nach dem Schluss der Passage, zum Teil durch eine Beschädigung des Papiers verloren, ""[Pa]ge 15 | seconde Mesure"".","Laut Vorwort in NLGA II/20 (S. XIV) ist dieses Korrekturblatt das einzige erhaltene Autograph von Liszts Transkriptionen der ""12 Lieder von Franz Schubert"". ",,https://www.loc.gov/resource/music.musihas-200215479/?st=gallery,BV,,,,
,,"R 441,Nr. 6",Ungarische Rhapsodie Nr. 9 (Pesther Carneval),D-WRgs,GSA 60/P 19,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,,,"Orch (Picc, 2 Fl, 2 Ob, 2 Klar, 2 Fg, 4 Hr, 2 Trp, 3 Pos, Tb, Bck, Trg, grTr, Pk, Vl, Vla, Vlc, Kb)",,,,,,,,,,,,,"Liszt (schwarze Tinte, roter Stift)","1 Einzelblatt, 1 Seite Notentext, 1 Leerseite","Hochformat, ??? x ??? mm, 24 Notenzeilen, handrastriert",,,,,,Blatt ist stark abgenutzt und wurde quer gefaltet aufbewahrt,,"Einseitiges autographes Blatt mit einer gekürzten Schlussvariante mit einer 22takrigen, sehr eng zueinander gedrungenen Niederschrift mit schwarzer Tinte. Zur Übersichtlichkeit sind die einzelnen Akkoladen der Instrumentenfamilien mit Bleistiftstrichen markiert. Der Zusammenhang zu einer weiteren Quelle lässt sich durch die Bemerkung am oberen linken Rand ausmachen, wo Liszt mit rotem Stift, ""--de"" notierte, das dazugehörige ""Vi-"" muss sich in einem anderen Manuskript befinden. Darunter ist ein Segno-Zeichen gesetzt ("":S:""), das Liszt mit rotem Stift unter der Partitur auflöst: ""2ter (Kürzerer) Schluss. Darunter erfolgt die Identifizierung des Blattes durch Raabe mit Bleistift, ""Pesther Carneval | Raabe"". Die Rückseite ist unbeschrieben. 
Die Bezugsquelle müsste der von Liszt korrigierte Druck GSA 60/P 9 sein, dort schreibt Liszt oben rechts auf S. 26 [S. 2] das Gegenstück mit roter Tinte: ""Vi- | :S: zur Kürzung | weiter | Seite 35"".","Ungarische Rhapsodie Nr. 9 (Pester Karneval) für Orchester bearbeitet vom Komponisten u. Franz Doppler, hierfür ein zweiter, kürzerer Schluss

Die Bezugsquelle müsste der von Liszt korrigierte Druck GSA 60/P 9 sein, dort schreibt Liszt oben rechts auf S. 26 [S. 2] das Gegenstück mit roter Tinte: ""Vi- | :S: zur Kürzung | weiter | Seite 35"".",,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:202634,DTie,,,,
,,R 444,Benedictus aus der Ungarischen Krönungsmesse,D-WRgs,GSA 60/P 18a,,,Arbeitsmanuskript,Korrekturblatt [?],,,x,,,,Benedictus. ,Liszt (schwarze Tinte),"Orch [nur Holz- und Blechbläser], Solo-Vl [nur Incipit] ",Adagio molto,,,Für Herrn ConcertMeister [Kömpel 116288310],[August Kömpel 116288310],"28ten August, 75 - Weimar.",1875-08-28,,,,,,"Liszt (schwarze Tinte, roter und blauer Stift)","2 Blatt zu 1 Bogen, 3 Seiten Notentext, 1 Leerseite [S. 5-8], nachträglich paginiert","Hochformat, ??? x ??? mm, 32 Notenzeilen, handrastriert",,,Liszt-Museum Weimar,Liszt-Museum Weimar,,,,"Korrektur- oder Ergänzungsbogen, Notentext und Zusätze sind von Liszt mit schwarzer Tinte geschrieben, Es sind nur Holz- und Blechbläser notiert, die Solo-Violine nur als Incipit. Dazu schreibt Liszt ""etc - Violin Solo wie in der Partitur"". Unter Titel und über der Linie der Flöten notiert Liszt mit rotem Stift, ""5 EinleitungsTakte"" und fügt unter der ersten Akkolade eine deutliche Markierung mit rotem Stift an und schreibt darunter mit Tinte: ""Die übrigen Instrumente | (Clarinetten, Fagott und StreichQuartett | wie in der Partitur"". Zudem sind die Takte mirt rotem Stift mit Buchstaben durchnummeriert (A-Z) und die Abschnittsbuchstaben mit blauem Stift (""G"" und ""H"") geschrieben. Ca. in der Mitte des Blattes findet sich zudem eine großflächige Rasur, die beiden letzten Takte der Flötenstimme im untersten System sind - wohlmöglich aus Platzgründen - mit rotem Stift gestrichen. Auf der folgenden Seite [S. 6] sind die sieben Takte ebenfalls mit rotem Stift durchgezählt (1-7), zudem setzt Liszt ein Verweiszeichen und mit Tinte den Hinweis, ""weiter (3ter Takt der Seite 83)"". Die dritte korrigierte Stelle findet sich auf [S. 7], dort Hinweis, ""4ter Takt Seite 85. | (die übrigen Instrumente wie in der Partitur)"". Darunter notiert sind die Stimmen von Violoncello und Fagott. Unter der Korrektur Verweiszeichen mit rotem Stift sowie mit Tinte der Hinweis, ""weiter Seite 86 - bis zum Schluss."" 
Abschließend findet sich von Liszt eine mit schwarzer Tinte geschriebene Notiz: ""Für Herrn ConzertMeister [Kömpel 116288310] | schrieb diese Kleine Instrumentirung, | zu etwaiger Aufführung des ""Benedictus"" | der ungarischen Krönungs Messe mit | Orchester ohne Singstimme - | freundschaftlich ergebenst | F. Liszt | 28ten August, 75 - Weimar.""",,"August Kömpel, s. Walker Liszt, Bd. 3 (S. 196, 380)",https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:202682,DTie,,,,
,,R 444,Benedictus aus der Ungarischen Krönungsmesse,D-WRgs,GSA 60/P 18a,,,Arbeitsmanuskript,Korrekturblatt [?],,,x,,,,,,"Orch (2 Fl, 2 Ob, 2 Klar, 2 Fg, 2 Hr in E, 2 Hr in F, 2 Trp, 3 Pos, Tb, Org, Pk, Vl, Vla, Vlc, Kb), Solo-Vl",,,,,,,,,,,,,"Liszt (schwarze und rote Tinte, roter und blauer Stift)","2 Blatt zu 1 Bogen, 4 Seiten Notentext [S. 77-80], paginiert (S. 16-19)","Hochformat, ??? x ??? mm, 32 Notenzeilen, handrastriert",,,,,,,,"Der von Liszt mit 16-19 mit rotem Stift paginierte Korrekturbogen dient als Variante/Korrektur der in der Stichvorlage vorhergehenden, komplett gestrichenen Seiten [S. 70-76]. Zu Beginn weist das Autograph kaum Korrekturen auf, der Notentext sowie Besetzungsliste sind mit schwarzer Tinte geschrieben, Zusätze von Dynamik, Phrasierung ect. mit roter Tinte ausgeführt. Erst auf S. 18 [S. 79] finden sich Rasuren der Tremoli der Violinen sowie die Streichung der Melodie der Solo-Violine mit rotem Stift inklusive Korrektur direkt darüber, die in die kurze Solo-Kadenz im unteren System überleitet. Die letzte Seite schließlich macht einen sehr unruhigen Eindruck, der aber weniger auf Streichungen und Korrekturen zurückzuführen ist (quantitativ is jedoch die Zahl an Rasuren höher, als auf den vorhergehenden Seiten), sondern durch die Streichung der leeren Notenzeilen mit blauem Stift sowie Liszts Zusätzen mit blauem Stift, ""auf 11 Zeilen | stechen"" sowie ""auf 8 Zeilen | stechen."" im System darunter, das mit rotem Stift geschrieben ist. Die Authentizität der Korrektur respektive autographen, gültigen Variante wird mit der Signatur unter dem Doppelstrich, die gleich zweifach, mit blauem Stift und schwarzer Tinte, geschrieben ist, bestätigt.",Gehört zu der Stichvorlage [S. 55-76],,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:202682,DTie,,,,
,,R 452,Malédiction,D-WRgs,GSA 60/H 2,,,Arbeitsmanuskript,Korrekturblatt,,,x,,,,,,"Str-Orch, Kl",,,,,,,,,,,,,Liszt (schwarze Tinte),"2 Blatt zu 1 Bogen, 1 Seite Notentext, 3 Leerseiten [S. 67-70]","Hochformat, ??? x ??? mm, 16 Notenzeilen, handrastriert",,,,,,,,"Es handelt sich um einen autographen Korrekturbogen, der von Liszt mit schwarzer Tinte geschrieben wurde. Der Notentext umfasst vier Takte und entspricht im Druck den Takten Buchstabe P, T. 3-6 (GA, Bd. I, 4, S. 21/22). Außer der Taktstrichziehung, die aus Platzgründen nach rechts ""ausgebaucht"" ist, gibt es hier keine Korrekturen oder Ähnliches. ",,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192087,DTie,,,,
,,R 457,Totentanz,D-WRgs,GSA 60/H 10,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,,,"Orch, Kl",,,,,,,,,,,,,"Liszt (schwarze Tinte, blauer Stift, Bleistift)","8 Blatt zu 2 Bogen und 4 Einzelblatt, 14 Seiten Notentext, 2 Leerseiten, paginiert [S. 17/18; 23-26; 35/36; 39/40; 45/46; 49-52]","1) Hochformat, ??? x ??? mm, 32 Notenzeilen, handrastriert
2) Hochformat, ??? x ??? mm, 12 Notenzeilen, gedruckt (nur [S. 33/34])",,,,,,,,"Der Notentext der Korrekturblätter ist mit schwarzer Tinte geschrieben, Hinweise zur Positionierung in der Abschrift, Ergänzungen und Seitenzahlen sind mit blauem Stift hinzugesetzt.",,[Genauere Beschreibung der Korrekurblätter im Rahmen der detaillierten Beschreibung der Abschrift],https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192110,DTie,,,,
,,"R 224,1 ","Illustration de l'Africaine, Nr. 1 Prière des Matelots",H-Bn ,Ms. mus. 5.381,,,Arbeitsmanuskript,Korrekturblatt,,,,,,,,,Kl,,,,,,,,,,,,,"Liszt (schwarze und braune Tinte, blauer Stift, Bleistift)","1 Blatt, 2 Seiten Notentext","Querformat, 209 x 269 mm, 8 Notenzeilen, handrastriert",,,,,,Quelle besteht aus einem zugeschnittenen Blatt,,"Das Korrekturblatt enthält Korrekturen zum ersten Teil der Illustrations de l'Africaine und ist oben rechts mit schwarzer Tinte zugeordnet: ""(Blatt | 8 und | 9Bis)"". Zudem schreibt Liszt mit bräunlicher Tinte über den Notentext, ""2 Zeilen Ossia zu Seite 8 und 9."" Es handelt sich auf der recto-Seite um zwei Ossia-Varianten, zu Pag. 8 respektive 9. Es ist unklar, ob Liszts Hinweis ""in kleinen Noten stechen"" nur auf die erste, oder auf beide zutrifft. Das ""grandioso"" zu Beginn der ersten Ossia-Fassung ist mit blauem Stift ergänzt, ebenso wie die ursprünglich gestrichelten Taktstriche im zweiten System mit Bleistift nachgezogen sind. Auf der verso-Seite findet sich die ""Fortsetzung der 2 Zeilen Ossia Pag 9"". 
Dass dies Korrekturen Einzug in Erstellung der Stichvorlage gefunden haben, zeigen die Bleistifteintragungen (Zahlen) des Druckers für die Einrichtung.",,,wird angekauft,DTie,,Orsz. Széchényi Könyvtár Zenemütár Nyomtatványok Sz 112/14/1975,,
,,R 457,Totentanz,US-NYpm,UN-2446 L774.T717 (Lehman Collection),,"UN-2446 [wohl nur auf Quelle, nicht im Online-Katalog]",Arbeitsmanuskript,Korrekturbögen,,,x,,,,"Instrumentirung der 3 Seiten 13 Bis A, B, C, | Das Pianoforte, ist am Ende dieses Heftes ausgeschrieben","Liszt (braune Tinte, Rötel), 

komplett mit Rötel ausgestrichen","Orch (2 Fl, 2 Ob, 2 KLar, 2 Fag, 2 Hr, 2 Trp, 3 Pos, grTr, Bck, Pk, Vl, Vla, Vlc, Kb)",,,,,,,,,,,,,"Liszt (sepia und rote Tinte, Rötel, Bleistift)","4 Blatt zu 2 Bogen, 8 Seiten Notentext","Hochformat, 395 x 280 mm, 24 Notenzeilen, handrastriert",,,,,,Papier an den Rändern bisweilen leicht fleckig bzw.abgegriffen,"Zu Beginn und nach der Abschrift eingebundene Korrekturbögen für die ""Variazione Fugata"".","Erster Bogen: 13 Bis A-D:
Der erklärende Einordnungstext wurde von Liszt mit Rötelgestrichen, ebenso wie die Seitenzahl ""13 Bis"". Da die Fuge mit einem Klavier-Solo beginnt, ist im Streichersatz zunächst ""36 Pausen"" vermerkt und die Notation beginnt mit den Bratschen-Tremoli bei Buchstabe E (GA, Bd. I, 4, S. 153). Bei den Noten handelt es sich jedoch nicht um die endgültige Fassung, da im Detail Vieles von der gedruckten Fassung abweicht. Der tremolierte Streichersatz ist auf zwei Systeme notiert, im Anschluss setzt Liszt den Hinweis ""23 Pausen"". Im unteren System sind Oboen, Klarinette und Fagott notiert. Unter der Notation befindet sich ein Verweiszeichen sowie der Hinweis von Liszt mit Rötel: ""Instrumentirung der Variazione | Fugata Seite 6, 7, 8 -"". Notation wird in Partitur auf [S. 7] fortgesetzt, sie enthält Rasuren ebenso wie Korrekturen bzw. spätere Zusätze mit blasserer, wohlmöglich roter (?) Tinte. Mit dieser sind einige dynamische Zeichen und Spielanweisungen hinzugesetzt, ebenso wie der Hinweis ""Cadenza | del Pianoforte"" im ersten Takt auf [S. 8] bzw. ""13 Bis | C"". Auf der letzten Seite ""13 Bis | D"" sind der letzte Takt im ersten System sowie die Schlusstakte mit Rötel gestrichen, ebenso wie der Hinweis ""Fortsetzung Seite 14 | Alternativo"". Stehen bleibt am Ende der Seite eine dreitaktige Schluss-Alternative, die mit zwei Verweiszeichen an den gestrichenen Notentext positioniert ist, ebenso wie Liszts Notiz mit Rötel: ""Quartett | der 3 letzten | Takte."" 
Auf der folgenden verso-Seite beginnt Conradis Abschrift.
Zweiter/letzter Bogen: ebenfalls, 13 Bis A, B und C:
""Fugato"" drei Seiten Notentext, jedoch komplett mit Rötel gestrichen. Liszt begann das (auch im fertigen Werk vorhandene) Repetitionsthema mit roter Tinte zu notieren (bis S. 13 Bis A, siebtes System)., im Anschluss setzte er mit schwarzer Tinte fort. Diese Notation ist teilweise um Bleistifteintragungen ergänzt. Keine solcher Eintragungen finden sich auf S. 13 Bis B, das sich anschließende ""Stretta"" auf S. 13 Bis C erweckt den Eindruck eines zum Klaviersatz reduzierten Particells, da Liszt im dritten und vierten System zwischen ""Piano"" und ""Orchestre"" differenziert. Die Anfügung ist nach dem Doppelstrich mit schwarzer Tinte geschrieben, ""weiter Seite 14 - Alternativo"". Dort fand sich am Ende von S. 13 auch der Verweis auf die 13 Bis-Korrekturen. ","Frühere Fassung, weicht im Detail sehr von dem Druck ab","müsst noch einmal genau mit dem Notentext geprüft werden

Quelle hängt zusammen mit dem Bestand Washington: ML96 .L58 Totentanz: https://hdl.loc.gov/loc.music/musliszt.100462",https://www.themorgan.org/sites/default/files/pdf/music/115178.pdf,DTie,,,,
,,R 326 | S 600 | B54 [?],Mephisto Walzer Nr. 2,US-NYpm,Cary 587 L774.M5512,,Signaturen Morgan Library unklar: Call und Accession Number in Datenbank,Arbeitsmanuskript,Korrekturblatt,,,,,,,[Correctur Blatt - | zur | A - (Seite 3-4)],Liszt (blauer Stift),2 Kl,,,,,,,,,,,,,"Liszt (schwarze Tinte, blauer Stift)","1 Blatt, 1 Seite Notentext, 1 Leerseite","[ursprünglich Hochformat] Querformat, ca. 223-173 x 256 mm, 7 Notenzeilen [7,5], handrastriert",,,,,,Korrekturblatt ist von links nach rechts abgerissen,,"Schräg von links nach rechts abgerissenes Korrekturblatt zum zweiten Mephisto Walzer. Der Notentext von ""Imo"" und ""IIdo"" ist komplett mit schwarzer Tinte geschrieben, während Liszt die Positionierung (den ""Titel"") oben mit blauem Stift vermerkte. Insgesamt hat die noch lesbare Korrektur eine Länge von sechs Takten (ein System). Ursprünglich setzte Liszt die Noten des Secondo unmittelbar unter das Primo und vermerkte, ""(in 6teln ausschreiben"". Dieser Hinweis wurde jedoch von ihm gestrichen und erschrieb die Sextolen dann selbst aus. In Takt 5 findet sich in der linken Hand im Primo eine Rasur und über dieser ein schwarzer Tintenklecks. Weitere notierte Musik ist abgerissen, ebenso wie die linke Hand im Secondo.
Auf der Rückseite ist oben links mit Bleistift die Zahl ""1057"" geschrieben.","Text von Morgan Library: ""Measures 39-46 of Liszt's arrangement of the Zweiter Mephisto Walzer for piano four-hands.
The manuscript, which dates from ca. 1881, is written on the top part of a leaf that has been torn in half horizontally; the bottom half (also torn in two parts) is in the Lachmund collection in the Music Division of the New York Public Library for the Performing Arts.""",,"(Wird bestellt, photographiert)",DTie,"https://s9.imslp.org/files/imglnks/usimg/4/40/IMSLP30836-PMLP07691-Liszt_2ter_Mephisto_Walzer_Pianoforte_2mn_Fuerstner.pdf

Stelle: oben auf S. 5",,,
,,R 456 | S 125 | H6,Klavierkonzert Nr. 2 A-Dur,D-WRgs,GSA 60/H 5,Ms H 5f,,Arbeitsmanuskript,Korrektur- und Ergänzungsblätter,,,x,,,,,,"Kl [Orch/""Tutti"" und Soli, als Incipits]",,,,,,,,,,,,,,"10 Blatt zu ?? Bogen, 19 Seiten Notentext, 1 Leerseite (S. 1-19) [205-224]","7) Hochformat, ??? x ??? mm, 22 Notenzeilen, handrastriert",,,Liszt-Museum Weimar,Liszt-Museum Weimar,,,,,,,https://ores.klassik-stiftung.de/ords/f?p=401:2:::::P2_ID:192105,DTie,,,,
,,R 539,"Chöre zu Herders ""Entfesseltem Prometheus"". Chor der Schnitter",D-WRgs,GSA 60/B 16c,,,Abschrift,Korrekturblatt,,,x,,,,Correctur Blatt zu Seite 75 - Schnitter Chor -,Liszt mit Bleisttift,,,,Von der Erde wächst der Erde KInd,,,,,,,,,,,"1 Blatt, 2 Seiten Notentext","Hochformat, ??? x ??? mm, 13 Notenzeilen, handrastriert",,,,,,,,Das von Liszts Hand stammende Korrekturblatt ersetzt den gestrichenen Notentext von Takt 4 auf Seite 75 bis Takt 9 auf Seite 76.,,,,BV,,,,
