,Absender Person,Absender Person Edition,GND Absender Person,Absender Körperschaft,Absender Körperschaft Edition,GND Absender Körperschaft,Adressat Person,Adressat Person Edition,GND Adressat Person,Adressat Körperschaft,Adressat Körperschaft Edition,GND Adressat Körperschaft,Absendeort,Absendeort Edition,Absendeort_GND,Empfangsort,Empfangsort Edition,Empfangsort_GND,Datierung,Datierung ermittelt,Datierung Kommentar [intern],Incipit [nur in schwierig datierbaren Fällen],Standort,Signatur,Digitalisat,Datierung (standardisiert),Datierung maschinenlesbar Teil 1,Datierung maschinenlesbar Teil 2,Datierung Checkbox,Sigle / Kurztitel,Weitere Editionen,zu überarbeiten,Kommentar (intern),Bemerkungen,Besitzer (nach Edition),Datierung (nach Edition),Werkerwähnung (I),Entstehung (I),Quellentransfer (I),Aufführungen (I),Seite (I),WVZ (Raabe) (I),Werktitel (I),Kommentar (intern) (I),Erwähnung auf Werk- oder Quellenebene (I),Werkerwähnung (II),Entstehung (II),Quellentransfer (II),Aufführungen (II),Seite (II),WVZ (Raabe) (II),Werktitel (II),Kommentar (intern) (II),Erwähnung auf Werk- oder Quellenebene (II),Werkerwähnung (III),Entstehung (III),Quellentransfer (III),Aufführungen (III),Seite (III),WVZ (Raabe) (III),Werktitel (III),Kommentar (intern) (III),Erwähnung auf Werk- oder Quellenebene (III),Werkerwähnung (IV),Entstehung (IV),Quellentransfer (IV),Aufführungen (IV),Seite (IV),WVZ (Raabe) (IV),Werktitel (IV),Kommentar (intern) (IV),Erwähnung auf Werk- oder Quellenebene (IV),Werkerwähnung (V),Entstehung (V),Quellentransfer (V),Aufführungen (V),Seite (V),WVZ (Raabe) (V),Werktitel (V),Kommentar (intern) (V),Erwähnung auf Werk- oder Quellenebene (V),Werkerwähnung (VI),Entstehung (VI),Quellentransfer (VI),Aufführungen (VI),Seite (VI),WVZ (Raabe) (VI),Werktitel (VI),Kommentar (intern) (VI),Erwähnung auf Werk- oder Quellenebene (VI),Werkerwähnung (VII),Entstehung (VII),Quellentransfer (VII),Aufführungen (VII),Seite (VII),WVZ (Raabe) (VII),Werktitel (VII),Kommentar (intern) (VII),Erwähnung auf Werk- oder Quellenebene (VII),Werkerwähnung (VIII),Entstehung (VIII),Quellentransfer (VIII),Aufführungen (VIII),Seite (VIII),WVZ (Raabe) (VIII),Werktitel (VIII),Kommentar (intern) (VIII),Erwähnung auf Werk- oder Quellenebene (VIII),Werkerwähnung (IX),Entstehung (IX),Quellentransfer (IX),Aufführungen (IX),Seite (IX),WVZ (Raabe) (IX),Werktitel (IX),Kommentar (intern) (IX),Erwähnung auf Werk- oder Quellenebene (IX),Werkerwähnung (X),Entstehung (X),Quellentransfer (X),Aufführungen (X),Seite (X),WVZ (Raabe) (X),Werktitel (X),Kommentar (intern) (X),Erwähnung auf Werk- oder Quellenebene (X),Werkerwähnung (XI),Entstehung (XI),Quellentransfer (XI),Aufführungen (XI),Seite (XI),WVZ (Raabe) (XI),Werktitel (XI),Kommentar (intern) (XI),Erwähnung auf Werk- oder Quellenebene (XI)
3808,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,[Paris],[Paris],4044660-8,,,,10.01.1844,,,,,,,10.01.1844,10.01.1844,10.01.1844,nach Edition,"Gut 2001, S. 1062-1065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3809,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,10.01.1844,,,,,,,10.01.1844,10.01.1844,10.01.1844,nach Edition,"Gut 2001, S. 1065-1067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,[14.01.1844],,,,,,,[14.01.1844],1844-01-14,1844-01-14,zugeschrieben,"Gut 2001, S. 1067-1069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,[Paris],[Paris],4044660-8,,,,15.01.1844,,,,,,,15.01.1844,15.01.1844,15.01.1844,nach Edition,"Gut 2001, S. 1069-1074",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3812,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,"Liszt, Franz","Liszt, Franz",118573527,,,,Paris,Paris,4044660-8,Weimar,Weimar,4065105-8,[22.01.1844],,,,,,,[22.01.1844],1844-01-22,1844-01-22,zugeschrieben,"Gut 2001, S. 1074-1076",,,,"Datum im Brief: 23. Januar 1844, vom herausgeber auf 22. Januar korrigiert, Brief wurde schon am 22.1. verschickt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3813,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,23.01.1844,,,,,,,23.01.1844,23.01.1844,23.01.1844,nach Edition,"Gut 2001, S. 1076-1079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3814,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,01.02.1844,,,,,,,01.02.1844,01.02.1844,01.02.1844,nach Edition,"Gut 2001, S. 1079-1082",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Liszt, Franz","Liszt, Franz",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Weimar],[Weimar],4065105-8,,,,04.02.1844,,,,,,,04.02.1844,04.02.1844,04.02.1844,nach Edition,"Gut 2001, S. 1082-1084",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3816,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,[Paris],[Paris],4044660-8,,,,10.02.1844,,,,,,,10.02.1844,10.02.1844,10.02.1844,nach Edition,"Gut 2001, S. 1084-1086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,16.02.1844,,,,,,,16.02.1844,16.02.1844,16.02.1844,nach Edition,"Gut 2001, S. 1086-1089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,18.02.1844,,,,,,,18.02.1844,18.02.1844,18.02.1844,nach Edition,"Gut 2001, S. 1089-1090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Dessau,Dessau,4011536-7,Paris,Paris,4044660-8,24.02.1844,,,,,,,24.02.1844,24.02.1844,24.02.1844,nach Edition,"Gut 2001, S. 1091-1092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3820,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Berlin,Berlin,4005728-8,Paris,Paris,4044660-8,[11.03.1844],,,,,,,[11.03.1844],1844-03-11,1844-03-11,zugeschrieben,"Gut 2001, S. 1093-1094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3821,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Braunschweig,Braunschweig,4008065-1,Paris,Paris,4044660-8,22.03.[1844],,,,,,,22.03.[1844],1844-03-22,1844-03-22,zugeschrieben,"Gut 2001, S. 1094-1095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3822,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,[Paris],[Paris],4044660-8,,,,[08.04.1844],,,,,,,[08.04.1844],1844-04-08,1844-04-08,zugeschrieben,"Gut 2001, S. 1095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Paris],[Paris],4044660-8,,,,[08.04.1844],,,,,,,[08.04.1844],1844-04-08,1844-04-08,zugeschrieben,"Gut 2001, S. 1095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3824,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,[Paris],[Paris],4044660-8,,,,[Zwischen 09.04.1844 und 11.04.1844],,,,,,,[09.04.1844 - 11.04.1844],1844-04-09,1844-04-11,zugeschrieben,"Gut 2001, S. 1095-1096",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,[Paris],[Paris],4044660-8,,,,[11.04.1844],,,,,,,[11.04.1844],1844-04-11,1844-04-11,zugeschrieben,"Gut 2001, S. 1097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Paris],[Paris],4044660-8,,,,[12.04.1844],,,,,,,[12.04.1844],1844-04-12,1844-04-12,zugeschrieben,"Gut 2001, S. 1097-1098",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,[Paris],[Paris],4044660-8,,,,[12.04.1844 oder 13.04.1844],,,,,,,[12.04.1844 / 13.04.1844],1844-04-12,1844-04-13,zugeschrieben,"Gut 2001, S. 1098-1099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Paris],[Paris],4044660-8,,,,[April 1844],,,,,,,[04.1844],1844-04-01,1844-04-30,zugeschrieben,"Gut 2001, S. 1099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Paris],[Paris],4044660-8,,,,[25.04.1844],,,,,,,[25.04.1844],1844-04-25,1844-04-25,zugeschrieben,"Gut 2001, S. 1099-1100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,"De Villers, Alexandre","De Villers, Alexandre",RD,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Paris],[Paris],4044660-8,,,,[01.05.1844],,,,,,,[01.05.1844],1844-05-01,1844-05-01,zugeschrieben,"Gut 2001, S. 1100-1101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Paris,Paris,4044660-8,,,,07.05.1844,,,,,,,07.05.1844,07.05.1844,07.05.1844,nach Edition,"Gut 2001, S. 1101-1102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,[Paris],[Paris],4044660-8,,,,[10.05.1844],,,,,,,[10.05.1844],1844-05-10,1844-05-10,zugeschrieben,"Gut 2001, S. 1102-1103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Paris],[Paris],4044660-8,,,,[11.05.1844],,,,,,,[11.05.1844],1844-05-11,1844-05-11,zugeschrieben,"Gut 2001, S. 1104-1105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,[Paris],[Paris],4044660-8,,,,12.05.[1844],,,,,,,12.05.[1844],1844-05-12,1844-05-12,zugeschrieben,"Gut 2001, S. 1105-1106",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Madrid] (?),[Madrid] (?),4036862-2,,,,[Anfang Dezember 1844],,,,,,,[Anfang Dezember 1844],1844-12-01,1844-12-10,zugeschrieben,"Gut 2001, S. 1109-1110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Marseille,Marseille,4037694-1,,,,02.05.1845,,,,,,,02.05.1845,02.05.1845,02.05.1845,nach Edition,"Gut 2001, S. 1110-1111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Lyon,Lyon,4036770-8,Paris,Paris,4044660-8,15.05.1845,,,,,,,15.05.1845,15.05.1845,15.05.1845,nach Edition,"Gut 2001, S. 1111-1112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,Paris,Paris,4044660-8,,,,03.06.1845,,,,,,,03.06.1845,03.06.1845,03.06.1845,nach Edition,"Gut 2001, S. 1113-1114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Valenciennes,Valenciennes,4107517-1,Paris,Paris,4044660-8,23.01.[1846],,,,,,,23.01.[1846],1846-01-23,1846-01-23,zugeschrieben,"Gut 2001, S. 1114-1117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Gand,Gand,,Paris,Paris,4044660-8,02.02.[1846],,,,,,,02.02.[1846],1846-02-02,1846-02-02,zugeschrieben,"Gut 2001, S. 1117-1118",,x,Absendeort unklar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Weimar,Weimar,4065105-8,Paris,Paris,4044660-8,[14.02.1846],,,,,,,[14.02.1846],1846-02-14,1846-02-14,zugeschrieben,"Gut 2001, S. 1118-1125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Prag,Prag,4076310-9,,,,14.04.1846,,,,,,,14.04.1846,14.04.1846,14.04.1846,nach Edition,"Gut 2001, S. 1125-1135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Château de Gräz,Château de Gräz,4240145-8,,,,26.05.1846,,,,,,,26.05.1846,26.05.1846,26.05.1846,nach Edition,"Gut 2001, S. 1135-1142",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,[Janin] (?),[Janin] (?),,,,,,,,,,,[Mai 1846],,,,,,,[05.1846],1846-05-01,1846-05-31,zugeschrieben,"Gut 2001, S. 1142-1143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,,,,,,,18.10.1846,,,,,,,18.10.1846,18.10.1846,18.10.1846,nach Edition,"Gut 2001, S. 1146-1155",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,"Liszt, Franz","Liszt, Franz",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Bukarest,Bukarest,4008858-3,,,,03.01.1847,,,,,,,03.01.1847,03.01.1847,03.01.1847,nach Edition,"Gut 2001, S. 1155-1159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Liszt, Franz","Liszt, Franz",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Voronivtsi,Woronice,RD,,,,10.02.1847 + [22.02.1847],,,,,,,10.02.1847 / [22.02.1847],1847-02-10,1847-02-22,zugeschrieben,"Gut 2001, S. 1160-1163",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,[Lemberg],[Lemberg],4035304-7,,,,[01.05.1847],,,,,,,[01.05.1847],1847-05-01,1847-05-01,zugeschrieben,"Gut 2001, S. 1163-1168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Jassy,Jassy,4216369-9,,,,02.05.[1847],,,,,,,02.05.[1847],1847-05-02,1847-05-02,zugeschrieben,"Gut 2001, S. 1168-1174",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Galatz,Galatz,4446641-9,Paris,Paris,4044660-8,17.07.1847,,,,,,,17.07.1847,17.07.1847,17.07.1847,nach Edition,"Gut 2001, S. 1174-1181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Odessa,Odessa,4043115-0,Paris,Paris,4044660-8,01.09.1847,,,,,,,01.09.1847,01.09.1847,01.09.1847,nach Edition,"Gut 2001, S. 1181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3852,"Liszt, Franz","Liszt, Franz",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Voronivtsi,Woronice,RD,,,,10.12.1847 + 22.12.1847,,,,,,,10.12.1847 / 22.12.1847,1847-12-10,1847-12-22,nach Edition,"Gut 2001, S. 1182-1185",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,[Paris],[Paris],4044660-8,,,,17.01.1848,,,,,,,17.01.1848,17.01.1848,17.01.1848,nach Edition,"Gut 2001, S. 1185-1189",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"[D'Agoult, Marie]","[D'Agoult, Marie]",118644033,,,,Krzizanowitz,Krzizanowitz,4447067-8,,,,30.03.1848,,,,,,,30.03.1848,30.03.1848,30.03.1848,nach Edition,"Gut 2001, S. 1189-1193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,"Liszt, Franz","Liszt, Franz",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,[Weimar],[Weimar],4065105-8,,,,29.04.1848,,,,,,,29.04.1848,29.04.1848,29.04.1848,nach Edition,"Gut 2001, S. 1193-1194",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,"[Liszt, Franz]","[Liszt, Franz]",118573527,,,,"D'Agoult, Marie","D'Agoult, Marie",118644033,,,,Wien,Wien,4066009-6,Paris,Paris,4044660-8,[16.06.1848],,,,,,,[16.06.1848],1848-06-16,1848-06-16,zugeschrieben,"Gut 2001, S. 1194",,,,Nur ein Umschlag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
